"ID","Name","Species","GeneID","Family","Evidence"
"T095140_1.02","Lhx3","Mus_musculus","ENSMUSG00000026934","Homeodomain","D"
"T095134_1.02","Lhx4","Mus_musculus","ENSMUSG00000026468","Homeodomain","D"
"T095153_1.02","Lhx5","Mus_musculus","ENSMUSG00000029595","Homeodomain","D"
"T095139_1.02","Lhx6","Mus_musculus","ENSMUSG00000026890","Homeodomain","D"
"T095147_1.02","Lhx8","Mus_musculus","ENSMUSG00000028201","Homeodomain","D"
"T095102_1.02","Lhx9","Mus_musculus","ENSMUSG00000019230","Homeodomain","D"
"T095137_1.02","Lmx1a","Mus_musculus","ENSMUSG00000026686","Homeodomain","D"
"T095199_1.02","Lmx1b","Mus_musculus","ENSMUSG00000038765","Homeodomain","D"
"T095103_1.02","Meis1","Mus_musculus","ENSMUSG00000020160","Homeodomain","D"
"T095143_1.02","Meis2","Mus_musculus","ENSMUSG00000027210","Homeodomain","D"
"T095212_1.02","Meis3","Mus_musculus","ENSMUSG00000041420","Homeodomain","D"
"T095074_1.02","Meox1","Mus_musculus","ENSMUSG00000001493","Homeodomain","D"
"T095188_1.02","Meox2","Mus_musculus","ENSMUSG00000036144","Homeodomain","D"
"T095135_1.02","Mixl1","Mus_musculus","ENSMUSG00000026497","Homeodomain","D"
"T095078_1.02","Mnx1","Mus_musculus","ENSMUSG00000001566","Homeodomain","D"
"T095231_1.02","Msx1","Mus_musculus","ENSMUSG00000048450","Homeodomain","D"
"T095111_1.02","Msx2","Mus_musculus","ENSMUSG00000021469","Homeodomain","D"
"T095133_1.02","Msx3","Mus_musculus","ENSMUSG00000025469","Homeodomain","D"
"T095094_1.02","Nanog","Mus_musculus","ENSMUSG00000012396","Homeodomain","D"
"T100197_1.02","Nkx1-1","Mus_musculus","XP_001473685.1","Homeodomain","D"
"T095233_1.02","Nkx1-2","Mus_musculus","ENSMUSG00000048528","Homeodomain","D"
"T095075_1.02","Nkx2-1","Mus_musculus","ENSMUSG00000001496","Homeodomain","D"
"T095144_1.02","Nkx2-2","Mus_musculus","ENSMUSG00000027434","Homeodomain","D"
"T095225_1.02","Nkx2-3","Mus_musculus","ENSMUSG00000044220","Homeodomain","D"
"T095250_1.02","Nkx2-4","Mus_musculus","ENSMUSG00000054160","Homeodomain","D"
"T095098_1.02","Nkx2-5","Mus_musculus","ENSMUSG00000015579","Homeodomain","D"
"T095224_1.02","Nkx2-6","Mus_musculus","ENSMUSG00000044186","Homeodomain","D"
"T095258_1.02","Nkx2-9","Mus_musculus","ENSMUSG00000058669","Homeodomain","D"
"T095117_1.02","Nkx3-1","Mus_musculus","ENSMUSG00000022061","Homeodomain","D"
"T095236_1.02","Nkx3-2","Mus_musculus","ENSMUSG00000049691","Homeodomain","D"
"T095182_1.02","Nkx6-1","Mus_musculus","ENSMUSG00000035187","Homeodomain","D"
"T095158_1.02","Nobox","Mus_musculus","ENSMUSG00000029736","Homeodomain","D"
"T095273_1.02","Noto","Mus_musculus","ENSMUSG00000068302","Homeodomain","D"
"T095251_1.02","Obox1","Mus_musculus","ENSMUSG00000054310","Homeodomain","D"
"T095269_1.02","Obox3","Mus_musculus","ENSMUSG00000066772","Homeodomain","D"
"T095287_1.02","Obox5","Mus_musculus","ENSMUSG00000074366","Homeodomain","D"
"T095214_1.02","Obox6","Mus_musculus","ENSMUSG00000041583","Homeodomain","D"
"T095114_1.02","Otp","Mus_musculus","ENSMUSG00000021685","Homeodomain","D"
"T095087_1.02","Otx1","Mus_musculus","ENSMUSG00000005917","Homeodomain","D"
"T095115_1.02","Otx2","Mus_musculus","ENSMUSG00000021848","Homeodomain","D"
"T095157_1.02","Pax4","Mus_musculus","ENSMUSG00000029706","Homeodomain","D"
"T095149_1.02","Pax7","Mus_musculus","ENSMUSG00000028736","Homeodomain","D"
"T095245_1.02","Pbx1","Mus_musculus","ENSMUSG00000052534","Homeodomain","D"
"T095154_1.02","Pdx1","Mus_musculus","ENSMUSG00000029644","Homeodomain","D"
"T095091_1.02","Phox2a","Mus_musculus","ENSMUSG00000007946","Homeodomain","D"
"T095095_1.02","Phox2b","Mus_musculus","ENSMUSG00000012520","Homeodomain","D"
"T095112_1.02","Pitx1","Mus_musculus","ENSMUSG00000021506","Homeodomain","D"
"T095146_1.02","Pitx2","Mus_musculus","ENSMUSG00000028023","Homeodomain","D"
"T095132_1.02","Pitx3","Mus_musculus","ENSMUSG00000025229","Homeodomain","D"
"T095090_1.02","Pknox1","Mus_musculus","ENSMUSG00000006705","Homeodomain","D"
"T095185_1.02","Pknox2","Mus_musculus","ENSMUSG00000035934","Homeodomain","D"
"T095170_1.02","Pou2f3","Mus_musculus","ENSMUSG00000032015","Homeodomain","D"
"T095246_1.02","Pou3f2","Mus_musculus","ENSMUSG00000052621","Homeodomain","D"
"T095228_1.02","Pou3f3","Mus_musculus","ENSMUSG00000045515","Homeodomain","D"
"T095255_1.02","Pou3f4","Mus_musculus","ENSMUSG00000056854","Homeodomain","D"
"T095126_1.02","Pou4f3","Mus_musculus","ENSMUSG00000024497","Homeodomain","D"
"T095093_1.02","Pou6f1","Mus_musculus","ENSMUSG00000009739","Homeodomain","D"
"T095227_1.02","Prop1","Mus_musculus","ENSMUSG00000044542","Homeodomain","D"
"T095136_1.02","Prrx1","Mus_musculus","ENSMUSG00000026586","Homeodomain","D"
"T095203_1.02","Prrx2","Mus_musculus","ENSMUSG00000039476","Homeodomain","D"
"T095127_1.02","Rax","Mus_musculus","ENSMUSG00000024518","Homeodomain","D"
"T095241_1.02","Rhox11","Mus_musculus","ENSMUSG00000051038","Homeodomain","D"
"T095088_1.02","Rhox6","Mus_musculus","ENSMUSG00000006200","Homeodomain","D"
"T095073_1.02","Sebox","Mus_musculus","ENSMUSG00000001103","Homeodomain","D"
"T095145_1.02","Shox2","Mus_musculus","ENSMUSG00000027833","Homeodomain","D"
"T095243_1.02","Six1","Mus_musculus","ENSMUSG00000051367","Homeodomain","D"
"T095125_1.02","Six2","Mus_musculus","ENSMUSG00000024134","Homeodomain","D"
"T095200_1.02","Six3","Mus_musculus","ENSMUSG00000038805","Homeodomain","D"
"T095176_1.02","Six4","Mus_musculus","ENSMUSG00000034460","Homeodomain","D"
"T095108_1.02","Six6","Mus_musculus","ENSMUSG00000021099","Homeodomain","D"
"T095230_1.02","Tgif1","Mus_musculus","ENSMUSG00000047407","Homeodomain","D"
"T095264_1.02","Tgif2","Mus_musculus","ENSMUSG00000062175","Homeodomain","D"
"T095274_1.02","Tlx2","Mus_musculus","ENSMUSG00000068327","Homeodomain","D"
"T095151_1.02","Uncx","Mus_musculus","ENSMUSG00000029546","Homeodomain","D"
"T095089_1.02","Vax1","Mus_musculus","ENSMUSG00000006270","Homeodomain","D"
"T095180_1.02","Vax2","Mus_musculus","ENSMUSG00000034777","Homeodomain","D"
"T095173_1.02","Vsx1","Mus_musculus","ENSMUSG00000033080","Homeodomain","D"
"T104448_1.02","Pax2","Mus_musculus","ENSMUSG00000004231","Homeodomain,Paired box","D"
"T104450_1.02","Pax6","Mus_musculus","ENSMUSG00000027168","Homeodomain,Paired box","D"
"T105287_1.02","Pit1","Mus_musculus","NP_032875.1","Homeodomain,POU","D"
"T105009_1.02","Pou1f1","Mus_musculus","ENSMUSG00000004842","Homeodomain,POU","D"
"T105013_1.02","Pou2f1","Mus_musculus","ENSMUSG00000026565","Homeodomain,POU","D"
"T105010_1.02","Pou2f2","Mus_musculus","ENSMUSG00000008496","Homeodomain,POU","D"
"T105016_1.02","Pou3f1","Mus_musculus","ENSMUSG00000078236","Homeodomain,POU","D"
"T105012_1.02","Pou5f1","Mus_musculus","ENSMUSG00000024406","Homeodomain,POU","D"
"T107681_1.02","Irf2","Mus_musculus","ENSMUSG00000031627","IRF","D"
"T107675_1.02","Irf3","Mus_musculus","ENSMUSG00000003184","IRF","D"
"T107677_1.02","Irf4","Mus_musculus","ENSMUSG00000021356","IRF","D"
"T107680_1.02","Irf5","Mus_musculus","ENSMUSG00000029771","IRF","D"
"T107679_1.02","Irf6","Mus_musculus","ENSMUSG00000026638","IRF","D"
"T107678_1.02","Irf7","Mus_musculus","ENSMUSG00000025498","IRF","D"
"T107674_1.02","Irf9","Mus_musculus","ENSMUSG00000002325","IRF","D"
"T111493_1.02","Mef2b","Mus_musculus","ENSMUSG00000079033","MADS box","D"
"T111491_1.02","Srf","Mus_musculus","ENSMUSG00000015605","MADS box","D"
"T113621_1.02","Mecp2","Mus_musculus","ENSMUSG00000031393","MBD","D"
"T118452_1.02","Myb","Mus_musculus","ENSMUSG00000019982","Myb/SANT","D"
"T118457_1.02","Mybl1","Mus_musculus","ENSMUSG00000025912","Myb/SANT","D"
"T118449_1.02","Mybl2","Mus_musculus","ENSMUSG00000017861","Myb/SANT","D"
"T118479_1.02","Mypop","Mus_musculus","ENSMUSG00000048481","Myb/SANT","D"
"T118483_1.02","Prdm11","Mus_musculus","ENSMUSG00000075028","Myb/SANT","D"
"T118467_1.02","Terf2","Mus_musculus","ENSMUSG00000031921","Myb/SANT","D"
"T130475_1.02","Gm98","Mus_musculus","ENSMUSG00000036098","Ndt80/PhoG","D"
"T133256_1.02","Ar","Mus_musculus","ENSMUSG00000046532","Nuclear receptor","D"
"T133229_1.02","Esr1","Mus_musculus","ENSMUSG00000019768","Nuclear receptor","D"
"T133241_1.02","Esrra","Mus_musculus","ENSMUSG00000024955","Nuclear receptor","D"
"T133233_1.02","Esrrb","Mus_musculus","ENSMUSG00000021255","Nuclear receptor","D"
"T133243_1.02","Esrrg","Mus_musculus","ENSMUSG00000026610","Nuclear receptor","D"
"T133228_1.02","Hnf4a","Mus_musculus","ENSMUSG00000017950","Nuclear receptor","D"
"T133223_1.02","Nr2c1","Mus_musculus","ENSMUSG00000005897","Nuclear receptor","D"
"T133230_1.02","Nr2e1","Mus_musculus","ENSMUSG00000019803","Nuclear receptor","D"
"T133252_1.02","Nr2e3","Mus_musculus","ENSMUSG00000032292","Nuclear receptor","D"
"T133262_1.02","Nr2f1","Mus_musculus","ENSMUSG00000069171","Nuclear receptor","D"
"T133248_1.02","Nr2f2","Mus_musculus","ENSMUSG00000030551","Nuclear receptor","D"
"T133220_1.02","Nr2f6","Mus_musculus","ENSMUSG00000002393","Nuclear receptor","D"
"T133240_1.02","Nr3c1","Mus_musculus","ENSMUSG00000024431","Nuclear receptor","D"
"T133245_1.02","Nr4a2","Mus_musculus","ENSMUSG00000026826","Nuclear receptor","D"
"T133242_1.02","Nr5a2","Mus_musculus","ENSMUSG00000026398","Nuclear receptor","D"
"T133254_1.02","Rara","Mus_musculus","ENSMUSG00000037992","Nuclear receptor","D"
"T133226_1.02","Rarb","Mus_musculus","ENSMUSG00000017491","Nuclear receptor","D"
"T133217_1.02","Rarg","Mus_musculus","ENSMUSG00000001288","Nuclear receptor","D"
"T133251_1.02","Rora","Mus_musculus","ENSMUSG00000032238","Nuclear receptor","D"
"T133253_1.02","Rorb","Mus_musculus","ENSMUSG00000036192","Nuclear receptor","D"
"T133225_1.02","Rxra","Mus_musculus","ENSMUSG00000015846","Nuclear receptor","D"
"T133255_1.02","Rxrb","Mus_musculus","ENSMUSG00000039656","Nuclear receptor","D"
"T133224_1.02","Rxrg","Mus_musculus","ENSMUSG00000015843","Nuclear receptor","D"
"T133237_1.02","Vdr","Mus_musculus","ENSMUSG00000022479","Nuclear receptor","D"
"T135555_1.02","Trp53","Mus_musculus","ENSMUSG00000059552","p53","D"
"T135554_1.02","Trp73","Mus_musculus","ENSMUSG00000029026","p53","D"
"T138268_1.02","Rela","Mus_musculus","ENSMUSG00000024927","Rel","D"
"T138848_1.02","Rfx1","Mus_musculus","ENSMUSG00000031706","RFX","D"
"T138847_1.02","Rfx2","Mus_musculus","ENSMUSG00000024206","RFX","D"
"T138850_1.02","Rfx3","Mus_musculus","ENSMUSG00000040929","RFX","D"
"T138846_1.02","Rfx4","Mus_musculus","ENSMUSG00000020037","RFX","D"
"T138849_1.02","Rfx7","Mus_musculus","ENSMUSG00000037674","RFX","D"
"T139321_1.02","Runx1","Mus_musculus","ENSMUSG00000022952","Runt","D"
"T140197_1.02","Gmeb1","Mus_musculus","ENSMUSG00000028901","SAND","D"
"T140198_1.02","Gmeb2","Mus_musculus","ENSMUSG00000038705","SAND","D"
"T140337_1.02","IRC900814","Mus_musculus","XP_001473574.2","SAND","D"
"T140196_1.02","Sp100","Mus_musculus","ENSMUSG00000026222","SAND","D"
"T140201_1.02","Sp110","Mus_musculus","ENSMUSG00000070034","SAND","D"
"T142015_1.02","Smad3","Mus_musculus","ENSMUSG00000032402","SMAD","D"
"T142008_1.02","Smad5","Mus_musculus","ENSMUSG00000021540","SMAD","D"
"T142016_1.02","Smad6","Mus_musculus","ENSMUSG00000036867","SMAD","D"
"T142011_1.02","Smad7","Mus_musculus","ENSMUSG00000025880","SMAD","D"
"T142012_1.02","Smad9","Mus_musculus","ENSMUSG00000027796","SMAD","D"
"T144591_1.02","Bbx","Mus_musculus","ENSMUSG00000022641","Sox","D"
"T144585_1.02","Cic","Mus_musculus","ENSMUSG00000005442","Sox","D"
"T144637_1.02","ENSMUSG00000079994","Mus_musculus","ENSMUSG00000079994","Sox","D"
"T144583_1.02","Hbp1","Mus_musculus","ENSMUSG00000002996","Sox","D"
"T144589_1.02","Hmg20b","Mus_musculus","ENSMUSG00000020232","Sox","D"
"T144598_1.02","Lef1","Mus_musculus","ENSMUSG00000027985","Sox","D"
"T144600_1.02","Sox10","Mus_musculus","ENSMUSG00000033006","Sox","D"
"T144625_1.02","Sox11","Mus_musculus","ENSMUSG00000063632","Sox","D"
"T144616_1.02","Sox12","Mus_musculus","ENSMUSG00000051817","Sox","D"
"T144630_1.02","Sox13","Mus_musculus","ENSMUSG00000070643","Sox","D"
"T144618_1.02","Sox14","Mus_musculus","ENSMUSG00000053747","Sox","D"
"T144608_1.02","Sox15","Mus_musculus","ENSMUSG00000041287","Sox","D"
"T144595_1.02","Sox17","Mus_musculus","ENSMUSG00000025902","Sox","D"
"T144613_1.02","Sox18","Mus_musculus","ENSMUSG00000046470","Sox","D"
"T144633_1.02","Sox2","Mus_musculus","ENSMUSG00000074637","Sox","D"
"T144622_1.02","Sox21","Mus_musculus","ENSMUSG00000061517","Sox","D"
"T144612_1.02","Sox3","Mus_musculus","ENSMUSG00000045179","Sox","D"
"T144605_1.02","Sox30","Mus_musculus","ENSMUSG00000040489","Sox","D"
"T144634_1.02","Sox4","Mus_musculus","ENSMUSG00000076431","Sox","D"
"T144609_1.02","Sox5","Mus_musculus","ENSMUSG00000041540","Sox","D"
"T144617_1.02","Sox6","Mus_musculus","ENSMUSG00000051910","Sox","D"
"T144624_1.02","Sox7","Mus_musculus","ENSMUSG00000063060","Sox","D"
"T144592_1.02","Sox8","Mus_musculus","ENSMUSG00000024176","Sox","D"
"T144628_1.02","Sry","Mus_musculus","ENSMUSG00000069036","Sox","D"
"T144582_1.02","Tcf7","Mus_musculus","ENSMUSG00000000782","Sox","D"
"T144620_1.02","Tcf7l1","Mus_musculus","ENSMUSG00000055799","Sox","D"
"T144594_1.02","Tcf7l2","Mus_musculus","ENSMUSG00000024985","Sox","D"
"T148478_1.02","Stat3","Mus_musculus","ENSMUSG00000004040","STAT","D"
"T148483_1.02","Stat4","Mus_musculus","ENSMUSG00000062939","STAT","D"
"T148477_1.02","Stat6","Mus_musculus","ENSMUSG00000002147","STAT","D"
"T149670_1.02","Eomes","Mus_musculus","ENSMUSG00000032446","T-box","D"
"T149673_1.02","T","Mus_musculus","ENSMUSG00000062327","T-box","D"
"T149671_1.02","Tbr1","Mus_musculus","ENSMUSG00000035033","T-box","D"
"T149661_1.02","Tbx1","Mus_musculus","ENSMUSG00000009097","T-box","D"
"T149658_1.02","Tbx2","Mus_musculus","ENSMUSG00000000093","T-box","D"
"T149668_1.02","Tbx20","Mus_musculus","ENSMUSG00000031965","T-box","D"
"T149663_1.02","Tbx3","Mus_musculus","ENSMUSG00000018604","T-box","D"
"T149659_1.02","Tbx4","Mus_musculus","ENSMUSG00000000094","T-box","D"
"T149662_1.02","Tbx5","Mus_musculus","ENSMUSG00000018263","T-box","D"
"T150574_1.02","Tbp","Mus_musculus","ENSMUSG00000014767","TBP","D"
"T153720_1.02","Ebf2","Mus_musculus","ENSMUSG00000022053","Unknown","D"
"T153723_1.02","Ebf4","Mus_musculus","ENSMUSG00000053552","Unknown","D"
"T153722_1.02","Spz1","Mus_musculus","ENSMUSG00000046957","Unknown","D"
"T004906_1.02","Tcfap2d","Mus_musculus","ENSMUSG00000042596","AP-2","I"
"T007544_1.02","Arid3c","Mus_musculus","ENSMUSG00000066224","ARID/BRIGHT","I"
"T008436_1.02","Arid2","Mus_musculus","ENSMUSG00000033237","ARID/BRIGHT,RFX","I"
"T008694_1.02","Hmga1","Mus_musculus","ENSMUSG00000046711","AT hook","I"
"T008698_1.02","Hmga1-rs1","Mus_musculus","ENSMUSG00000078249","AT hook","I"
"T008697_1.02","Zfp957","Mus_musculus","ENSMUSG00000071262","AT hook","I"
"T015152_1.02","Ahr","Mus_musculus","ENSMUSG00000019256","bHLH","I"
"T015163_1.02","Ahrr","Mus_musculus","ENSMUSG00000021575","bHLH","I"
"T015155_1.02","Ascl1","Mus_musculus","ENSMUSG00000020052","bHLH","I"
"T015200_1.02","Atoh7","Mus_musculus","ENSMUSG00000036816","bHLH","I"
"T015204_1.02","Atoh8","Mus_musculus","ENSMUSG00000037621","bHLH","I"
"T015217_1.02","Bhlhe23","Mus_musculus","ENSMUSG00000045493","bHLH","I"
"T015222_1.02","Ferd3l","Mus_musculus","ENSMUSG00000046518","bHLH","I"
"T015203_1.02","Hand1","Mus_musculus","ENSMUSG00000037335","bHLH","I"
"T015206_1.02","Hand2","Mus_musculus","ENSMUSG00000038193","bHLH","I"
"T015212_1.02","Hey1","Mus_musculus","ENSMUSG00000040289","bHLH","I"
"T015192_1.02","Heyl","Mus_musculus","ENSMUSG00000032744","bHLH","I"
"T015213_1.02","Id1","Mus_musculus","ENSMUSG00000042745","bHLH","I"
"T015146_1.02","Id3","Mus_musculus","ENSMUSG00000007872","bHLH","I"
"T015161_1.02","Id4","Mus_musculus","ENSMUSG00000021379","bHLH","I"
"T015193_1.02","Lyl1","Mus_musculus","ENSMUSG00000034041","bHLH","I"
"T015190_1.02","Mesp1","Mus_musculus","ENSMUSG00000030544","bHLH","I"
"T015189_1.02","Mesp2","Mus_musculus","ENSMUSG00000030543","bHLH","I"
"T015141_1.02","Mlxipl","Mus_musculus","ENSMUSG00000005373","bHLH","I"
"T015180_1.02","Mycl1","Mus_musculus","ENSMUSG00000028654","bHLH","I"
"T015216_1.02","Mycs","Mus_musculus","ENSMUSG00000044597","bHLH","I"
"T015137_1.02","Myf5","Mus_musculus","ENSMUSG00000000435","bHLH","I"
"T015195_1.02","Neurod1","Mus_musculus","ENSMUSG00000034701","bHLH","I"
"T015207_1.02","Neurod2","Mus_musculus","ENSMUSG00000038255","bHLH","I"
"T015226_1.02","Neurod4","Mus_musculus","ENSMUSG00000048015","bHLH","I"
"T015205_1.02","Neurod6","Mus_musculus","ENSMUSG00000037984","bHLH","I"
"T015178_1.02","Neurog2","Mus_musculus","ENSMUSG00000027967","bHLH","I"
"T015215_1.02","Neurog3","Mus_musculus","ENSMUSG00000044312","bHLH","I"
"T015229_1.02","Nhlh1","Mus_musculus","ENSMUSG00000051251","bHLH","I"
"T015139_1.02","Npas1","Mus_musculus","ENSMUSG00000001988","bHLH","I"
"T015160_1.02","Npas3","Mus_musculus","ENSMUSG00000021010","bHLH","I"
"T015220_1.02","Npas4","Mus_musculus","ENSMUSG00000045903","bHLH","I"
"T015221_1.02","Olig1","Mus_musculus","ENSMUSG00000046160","bHLH","I"
"T015210_1.02","Olig2","Mus_musculus","ENSMUSG00000039830","bHLH","I"
"T015175_1.02","Ptf1a","Mus_musculus","ENSMUSG00000026735","bHLH","I"
"T015194_1.02","Scx","Mus_musculus","ENSMUSG00000034161","bHLH","I"
"T015154_1.02","Sim1","Mus_musculus","ENSMUSG00000019913","bHLH","I"
"T015236_1.02","Sim2","Mus_musculus","ENSMUSG00000062713","bHLH","I"
"T015181_1.02","Tal1","Mus_musculus","ENSMUSG00000028717","bHLH","I"
"T015179_1.02","Tal2","Mus_musculus","ENSMUSG00000028417","bHLH","I"
"T015238_1.02","Tcf15","Mus_musculus","ENSMUSG00000068079","bHLH","I"
"T015197_1.02","Twist1","Mus_musculus","ENSMUSG00000035799","bHLH","I"
"T022114_1.02","Mga","Mus_musculus","ENSMUSG00000033943","bHLH,T-box","I"
"T025944_1.02","Atf5","Mus_musculus","ENSMUSG00000038539","bZIP","I"
"T025929_1.02","Atf6","Mus_musculus","ENSMUSG00000026663","bZIP","I"
"T025910_1.02","Atf6b","Mus_musculus","ENSMUSG00000015461","bZIP","I"
"T025925_1.02","Bach1","Mus_musculus","ENSMUSG00000025612","bZIP","I"
"T025950_1.02","Bach2","Mus_musculus","ENSMUSG00000040270","bZIP","I"
"T025940_1.02","Batf","Mus_musculus","ENSMUSG00000034266","bZIP","I"
"T025928_1.02","Batf3","Mus_musculus","ENSMUSG00000026630","bZIP","I"
"T025943_1.02","Creb3l3","Mus_musculus","ENSMUSG00000035041","bZIP","I"
"T025924_1.02","Ddit3","Mus_musculus","ENSMUSG00000025408","bZIP","I"
"T025916_1.02","Fos","Mus_musculus","ENSMUSG00000021250","bZIP","I"
"T025908_1.02","Fosb","Mus_musculus","ENSMUSG00000003545","bZIP","I"
"T025970_1.02","Maf","Mus_musculus","ENSMUSG00000055435","bZIP","I"
"T025959_1.02","Mafa","Mus_musculus","ENSMUSG00000047591","bZIP","I"
"T025976_1.02","Nfe2","Mus_musculus","ENSMUSG00000058794","bZIP","I"
"T025945_1.02","Nfe2l1","Mus_musculus","ENSMUSG00000038615","bZIP","I"
"T025951_1.02","Nrl","Mus_musculus","ENSMUSG00000040632","bZIP","I"
"T049023_1.02","Bcl11a","Mus_musculus","ENSMUSG00000000861","C2H2 ZF","I"
"T049284_1.02","Bcl11b","Mus_musculus","ENSMUSG00000048251","C2H2 ZF","I"
"T049507_1.02","Ctcfl","Mus_musculus","ENSMUSG00000070495","C2H2 ZF","I"
"T049524_1.02","Egr4","Mus_musculus","ENSMUSG00000071341","C2H2 ZF","I"
"T049137_1.02","Fezf1","Mus_musculus","ENSMUSG00000029697","C2H2 ZF","I"
"T049079_1.02","Fezf2","Mus_musculus","ENSMUSG00000021743","C2H2 ZF","I"
"T049108_1.02","Gli1","Mus_musculus","ENSMUSG00000025407","C2H2 ZF","I"
"T049288_1.02","Gli2","Mus_musculus","ENSMUSG00000048402","C2H2 ZF","I"
"T049175_1.02","Glis1","Mus_musculus","ENSMUSG00000034762","C2H2 ZF","I"
"T049342_1.02","Glis3","Mus_musculus","ENSMUSG00000052942","C2H2 ZF","I"
"T049314_1.02","Hic2","Mus_musculus","ENSMUSG00000050240","C2H2 ZF","I"
"T049076_1.02","Hivep1","Mus_musculus","ENSMUSG00000021366","C2H2 ZF","I"
"T049052_1.02","Hivep2","Mus_musculus","ENSMUSG00000015501","C2H2 ZF","I"
"T049127_1.02","Hivep3","Mus_musculus","ENSMUSG00000028634","C2H2 ZF","I"
"T049059_1.02","Ikzf1","Mus_musculus","ENSMUSG00000018654","C2H2 ZF","I"
"T049113_1.02","Ikzf2","Mus_musculus","ENSMUSG00000025997","C2H2 ZF","I"
"T049056_1.02","Ikzf3","Mus_musculus","ENSMUSG00000018168","C2H2 ZF","I"
"T049028_1.02","Ikzf4","Mus_musculus","ENSMUSG00000002578","C2H2 ZF","I"
"T049490_1.02","Insm1","Mus_musculus","ENSMUSG00000068154","C2H2 ZF","I"
"T049192_1.02","Klf10","Mus_musculus","ENSMUSG00000037465","C2H2 ZF","I"
"T049071_1.02","Klf11","Mus_musculus","ENSMUSG00000020653","C2H2 ZF","I"
"T049334_1.02","Klf13","Mus_musculus","ENSMUSG00000052040","C2H2 ZF","I"
"T049536_1.02","Klf14","Mus_musculus","ENSMUSG00000073209","C2H2 ZF","I"
"T049140_1.02","Klf15","Mus_musculus","ENSMUSG00000030087","C2H2 ZF","I"
"T049361_1.02","Klf2","Mus_musculus","ENSMUSG00000055148","C2H2 ZF","I"
"T049133_1.02","Klf3","Mus_musculus","ENSMUSG00000029178","C2H2 ZF","I"
"T049035_1.02","Klf5","Mus_musculus","ENSMUSG00000005148","C2H2 ZF","I"
"T049019_1.02","Klf6","Mus_musculus","ENSMUSG00000000078","C2H2 ZF","I"
"T049152_1.02","Maz","Mus_musculus","ENSMUSG00000030678","C2H2 ZF","I"
"T049267_1.02","Mbtps2","Mus_musculus","ENSMUSG00000046873","C2H2 ZF","I"
"T049105_1.02","Ovol1","Mus_musculus","ENSMUSG00000024922","C2H2 ZF","I"
"T049191_1.02","Ovol2","Mus_musculus","ENSMUSG00000037279","C2H2 ZF","I"
"T049068_1.02","Patz1","Mus_musculus","ENSMUSG00000020453","C2H2 ZF","I"
"T049032_1.02","Plag1","Mus_musculus","ENSMUSG00000003282","C2H2 ZF","I"
"T049197_1.02","Prdm1","Mus_musculus","ENSMUSG00000038151","C2H2 ZF","I"
"T049630_1.02","Prdm12","Mus_musculus","ENSMUSG00000079466","C2H2 ZF","I"
"T049050_1.02","Prdm15","Mus_musculus","ENSMUSG00000014039","C2H2 ZF","I"
"T049180_1.02","Prdm4","Mus_musculus","ENSMUSG00000035529","C2H2 ZF","I"
"T049134_1.02","Rest","Mus_musculus","ENSMUSG00000029249","C2H2 ZF","I"
"T049205_1.02","Rreb1","Mus_musculus","ENSMUSG00000039087","C2H2 ZF","I"
"T049300_1.02","Sall2","Mus_musculus","ENSMUSG00000049532","C2H2 ZF","I"
"T049103_1.02","Sall3","Mus_musculus","ENSMUSG00000024565","C2H2 ZF","I"
"T049286_1.02","Scrt1","Mus_musculus","ENSMUSG00000048385","C2H2 ZF","I"
"T049420_1.02","Scrt2","Mus_musculus","ENSMUSG00000060257","C2H2 ZF","I"
"T049087_1.02","Snai2","Mus_musculus","ENSMUSG00000022676","C2H2 ZF","I"
"T049041_1.02","Snai3","Mus_musculus","ENSMUSG00000006587","C2H2 ZF","I"
"T049060_1.02","Sp2","Mus_musculus","ENSMUSG00000018678","C2H2 ZF","I"
"T049117_1.02","Sp3","Mus_musculus","ENSMUSG00000027109","C2H2 ZF","I"
"T049568_1.02","Sp5","Mus_musculus","ENSMUSG00000075304","C2H2 ZF","I"
"T049200_1.02","Sp6","Mus_musculus","ENSMUSG00000038560","C2H2 ZF","I"
"T049421_1.02","Sp7","Mus_musculus","ENSMUSG00000060284","C2H2 ZF","I"
"T049291_1.02","Sp8","Mus_musculus","ENSMUSG00000048562","C2H2 ZF","I"
"T049492_1.02","Sp9","Mus_musculus","ENSMUSG00000068859","C2H2 ZF","I"
"T049073_1.02","Yy1","Mus_musculus","ENSMUSG00000021264","C2H2 ZF","I"
"T049061_1.02","Zbtb4","Mus_musculus","ENSMUSG00000018750","C2H2 ZF","I"
"T049132_1.02","Zbtb49","Mus_musculus","ENSMUSG00000029127","C2H2 ZF","I"
"T049473_1.02","Zbtb6","Mus_musculus","ENSMUSG00000066798","C2H2 ZF","I"
"T049177_1.02","Zbtb7a","Mus_musculus","ENSMUSG00000035011","C2H2 ZF","I"
"T049244_1.02","Zbtb7c","Mus_musculus","ENSMUSG00000044646","C2H2 ZF","I"
"T049301_1.02","Zfa","Mus_musculus","ENSMUSG00000049576","C2H2 ZF","I"
"T049403_1.02","Zfp110","Mus_musculus","ENSMUSG00000058638","C2H2 ZF","I"
"T049430_1.02","Zfp143","Mus_musculus","ENSMUSG00000061079","C2H2 ZF","I"
"T049089_1.02","Zfp148","Mus_musculus","ENSMUSG00000022811","C2H2 ZF","I"
