"ID","Name","Species","GeneID","Family","Evidence"
"T081604_1.02","FOXK1","Homo_sapiens","ENSG00000164916","Forkhead","D"
"T081612_1.02","FOXL1","Homo_sapiens","ENSG00000176678","Forkhead","D"
"T081616_1.02","FOXL2","Homo_sapiens","ENSG00000183770","Forkhead","D"
"T081590_1.02","FOXM1","Homo_sapiens","ENSG00000111206","Forkhead","D"
"T081589_1.02","FOXN1","Homo_sapiens","ENSG00000109101","Forkhead","D"
"T081608_1.02","FOXN2","Homo_sapiens","ENSG00000170802","Forkhead","D"
"T081599_1.02","FOXN4","Homo_sapiens","ENSG00000139445","Forkhead","D"
"T081601_1.02","FOXO1","Homo_sapiens","ENSG00000150907","Forkhead","D"
"T081592_1.02","FOXO3","Homo_sapiens","ENSG00000118689","Forkhead","D"
"T081617_1.02","FOXO4","Homo_sapiens","ENSG00000184481","Forkhead","D"
"T081627_1.02","FOXO6","Homo_sapiens","ENSG00000204060","Forkhead","D"
"T081591_1.02","FOXP1","Homo_sapiens","ENSG00000114861","Forkhead","D"
"T081594_1.02","FOXP2","Homo_sapiens","ENSG00000128573","Forkhead","D"
"T081584_1.02","FOXP3","Homo_sapiens","ENSG00000049768","Forkhead","D"
"T081603_1.02","FOXQ1","Homo_sapiens","ENSG00000164379","Forkhead","D"
"T081611_1.02","FOXR1","Homo_sapiens","ENSG00000176302","Forkhead","D"
"T084675_1.02","GATA1","Homo_sapiens","ENSG00000102145","GATA","D"
"T084684_1.02","GATA2","Homo_sapiens","ENSG00000179348","GATA","D"
"T084677_1.02","GATA3","Homo_sapiens","ENSG00000107485","GATA","D"
"T084679_1.02","GATA4","Homo_sapiens","ENSG00000136574","GATA","D"
"T084678_1.02","GATA5","Homo_sapiens","ENSG00000130700","GATA","D"
"T084680_1.02","GATA6","Homo_sapiens","ENSG00000141448","GATA","D"
"T086746_1.02","GCM1","Homo_sapiens","ENSG00000137270","GCM","D"
"T086745_1.02","GCM2","Homo_sapiens","ENSG00000124827","GCM","D"
"T087283_1.02","GRHL1","Homo_sapiens","ENSG00000134317","Grainyhead","D"
"T087284_1.02","TFCP2","Homo_sapiens","ENSG00000135457","Grainyhead","D"
"T087282_1.02","TFCP2L1","Homo_sapiens","ENSG00000115112","Grainyhead","D"
"T087285_1.02","UBP1","Homo_sapiens","ENSG00000153560","Grainyhead","D"
"T088961_1.02","GTF2I","Homo_sapiens","ENSG00000077809","GTF2I-like","D"
"T088960_1.02","GTF2IRD1","Homo_sapiens","ENSG00000006704","GTF2I-like","D"
"T093430_1.02","AC226150.2","Homo_sapiens","ENSG00000227059","Homeodomain","D"
"T093392_1.02","ALX1","Homo_sapiens","ENSG00000180318","Homeodomain","D"
"T093334_1.02","ALX3","Homo_sapiens","ENSG00000156150","Homeodomain","D"
"T093231_1.02","ALX4","Homo_sapiens","ENSG00000052850","Homeodomain","D"
"T093224_1.02","ARX","Homo_sapiens","ENSG00000004848","Homeodomain","D"
"T093321_1.02","BARHL2","Homo_sapiens","ENSG00000143032","Homeodomain","D"
"T093303_1.02","BARX1","Homo_sapiens","ENSG00000131668","Homeodomain","D"
"T093230_1.02","BARX2","Homo_sapiens","ENSG00000043039","Homeodomain","D"
"T093407_1.02","BSX","Homo_sapiens","ENSG00000188909","Homeodomain","D"
"T093270_1.02","CDX1","Homo_sapiens","ENSG00000113722","Homeodomain","D"
"T093355_1.02","CDX2","Homo_sapiens","ENSG00000165556","Homeodomain","D"
"T093243_1.02","CRX","Homo_sapiens","ENSG00000105392","Homeodomain","D"
"T093325_1.02","DLX1","Homo_sapiens","ENSG00000144355","Homeodomain","D"
"T093273_1.02","DLX2","Homo_sapiens","ENSG00000115844","Homeodomain","D"
"T093233_1.02","DLX3","Homo_sapiens","ENSG00000064195","Homeodomain","D"
"T093263_1.02","DLX4","Homo_sapiens","ENSG00000108813","Homeodomain","D"
"T093246_1.02","DLX5","Homo_sapiens","ENSG00000105880","Homeodomain","D"
"T093227_1.02","DLX6","Homo_sapiens","ENSG00000006377","Homeodomain","D"
"T093409_1.02","DMBX1","Homo_sapiens","ENSG00000197587","Homeodomain","D"
"T093415_1.02","DPRX","Homo_sapiens","ENSG00000204595","Homeodomain","D"
"T093357_1.02","DRGX","Homo_sapiens","ENSG00000165606","Homeodomain","D"
"T091081_1.02","DUX1","Homo_sapiens","DUX1_HUMAN","Homeodomain","D"
"T091082_1.02","DUX3","Homo_sapiens","DUX3_HUMAN","Homeodomain","D"
"T093458_1.02","DUX4","Homo_sapiens","ENSG00000260596","Homeodomain","D"
"T093414_1.02","DUXA","Homo_sapiens","ENSG00000204527","Homeodomain","D"
"T093310_1.02","EMX1","Homo_sapiens","ENSG00000135638","Homeodomain","D"
"T093366_1.02","EMX2","Homo_sapiens","ENSG00000170370","Homeodomain","D"
"T093341_1.02","EN1","Homo_sapiens","ENSG00000163064","Homeodomain","D"
"T093347_1.02","EN2","Homo_sapiens","ENSG00000164778","Homeodomain","D"
"T093290_1.02","ESX1","Homo_sapiens","ENSG00000123576","Homeodomain","D"
"T093253_1.02","EVX1","Homo_sapiens","ENSG00000106038","Homeodomain","D"
"T093377_1.02","EVX2","Homo_sapiens","ENSG00000174279","Homeodomain","D"
"T093349_1.02","GBX1","Homo_sapiens","ENSG00000164900","Homeodomain","D"
"T093361_1.02","GBX2","Homo_sapiens","ENSG00000168505","Homeodomain","D"
"T093306_1.02","GSC","Homo_sapiens","ENSG00000133937","Homeodomain","D"
"T093232_1.02","GSC2","Homo_sapiens","ENSG00000063515","Homeodomain","D"
"T093363_1.02","GSX1","Homo_sapiens","ENSG00000169840","Homeodomain","D"
"T093393_1.02","GSX2","Homo_sapiens","ENSG00000180613","Homeodomain","D"
"T093344_1.02","HESX1","Homo_sapiens","ENSG00000163666","Homeodomain","D"
"T093326_1.02","HMBOX1","Homo_sapiens","ENSG00000147421","Homeodomain","D"
"T093422_1.02","HMX1","Homo_sapiens","ENSG00000215612","Homeodomain","D"
"T093406_1.02","HMX2","Homo_sapiens","ENSG00000188816","Homeodomain","D"
"T093405_1.02","HMX3","Homo_sapiens","ENSG00000188620","Homeodomain","D"
"T093309_1.02","HNF1A","Homo_sapiens","ENSG00000135100","Homeodomain","D"
"T093262_1.02","HNF1B","Homo_sapiens","ENSG00000108753","Homeodomain","D"
"T093421_1.02","HOMEZ","Homo_sapiens","ENSG00000215271","Homeodomain","D"
"T093247_1.02","HOXA1","Homo_sapiens","ENSG00000105991","Homeodomain","D"
"T093252_1.02","HOXA13","Homo_sapiens","ENSG00000106031","Homeodomain","D"
"T093248_1.02","HOXA2","Homo_sapiens","ENSG00000105996","Homeodomain","D"
"T093249_1.02","HOXA3","Homo_sapiens","ENSG00000105997","Homeodomain","D"
"T093408_1.02","HOXA4","Homo_sapiens","ENSG00000197576","Homeodomain","D"
"T093250_1.02","HOXA5","Homo_sapiens","ENSG00000106004","Homeodomain","D"
"T093286_1.02","HOXA7","Homo_sapiens","ENSG00000122592","Homeodomain","D"
"T093235_1.02","HOXA9","Homo_sapiens","ENSG00000078399","Homeodomain","D"
"T093283_1.02","HOXB1","Homo_sapiens","ENSG00000120094","Homeodomain","D"
"T093335_1.02","HOXB13","Homo_sapiens","ENSG00000159184","Homeodomain","D"
"T093375_1.02","HOXB2","Homo_sapiens","ENSG00000173917","Homeodomain","D"
"T093282_1.02","HOXB3","Homo_sapiens","ENSG00000120093","Homeodomain","D"
"T093280_1.02","HOXB5","Homo_sapiens","ENSG00000120075","Homeodomain","D"
"T093261_1.02","HOXB6","Homo_sapiens","ENSG00000108511","Homeodomain","D"
"T093281_1.02","HOXB7","Homo_sapiens","ENSG00000120087","Homeodomain","D"
"T093279_1.02","HOXB8","Homo_sapiens","ENSG00000120068","Homeodomain","D"
"T093395_1.02","HOXC10","Homo_sapiens","ENSG00000180818","Homeodomain","D"
"T093288_1.02","HOXC11","Homo_sapiens","ENSG00000123388","Homeodomain","D"
"T093289_1.02","HOXC12","Homo_sapiens","ENSG00000123407","Homeodomain","D"
"T093287_1.02","HOXC13","Homo_sapiens","ENSG00000123364","Homeodomain","D"
"T093410_1.02","HOXC6","Homo_sapiens","ENSG00000197757","Homeodomain","D"
"T093229_1.02","HOXC8","Homo_sapiens","ENSG00000037965","Homeodomain","D"
"T093298_1.02","HOXD10","Homo_sapiens","ENSG00000128710","Homeodomain","D"
"T093299_1.02","HOXD11","Homo_sapiens","ENSG00000128713","Homeodomain","D"
"T093365_1.02","HOXD12","Homo_sapiens","ENSG00000170178","Homeodomain","D"
"T093300_1.02","HOXD13","Homo_sapiens","ENSG00000128714","Homeodomain","D"
"T093364_1.02","HOXD4","Homo_sapiens","ENSG00000170166","Homeodomain","D"
"T093381_1.02","HOXD8","Homo_sapiens","ENSG00000175879","Homeodomain","D"
"T093297_1.02","HOXD9","Homo_sapiens","ENSG00000128709","Homeodomain","D"
"T093368_1.02","IRX2","Homo_sapiens","ENSG00000170561","Homeodomain","D"
"T093384_1.02","IRX5","Homo_sapiens","ENSG00000176842","Homeodomain","D"
"T093228_1.02","ISL1","Homo_sapiens","ENSG00000016082","Homeodomain","D"
"T093337_1.02","ISL2","Homo_sapiens","ENSG00000159556","Homeodomain","D"
"T093380_1.02","ISX","Homo_sapiens","ENSG00000175329","Homeodomain","D"
"T093317_1.02","LBX1","Homo_sapiens","ENSG00000138136","Homeodomain","D"
"T093390_1.02","LBX2","Homo_sapiens","ENSG00000179528","Homeodomain","D"
"T093256_1.02","LHX2","Homo_sapiens","ENSG00000106689","Homeodomain","D"
"T093258_1.02","LHX3","Homo_sapiens","ENSG00000107187","Homeodomain","D"
"T093257_1.02","LHX6","Homo_sapiens","ENSG00000106852","Homeodomain","D"
"T093322_1.02","LHX9","Homo_sapiens","ENSG00000143355","Homeodomain","D"
"T093340_1.02","LMX1A","Homo_sapiens","ENSG00000162761","Homeodomain","D"
"T093315_1.02","LMX1B","Homo_sapiens","ENSG00000136944","Homeodomain","D"
"T093324_1.02","MEIS1","Homo_sapiens","ENSG00000143995","Homeodomain","D"
"T093307_1.02","MEIS2","Homo_sapiens","ENSG00000134138","Homeodomain","D"
"T093244_1.02","MEIS3","Homo_sapiens","ENSG00000105419","Homeodomain","D"
"T093226_1.02","MEOX1","Homo_sapiens","ENSG00000005102","Homeodomain","D"
"T093255_1.02","MEOX2","Homo_sapiens","ENSG00000106511","Homeodomain","D"
"T093400_1.02","MIXL1","Homo_sapiens","ENSG00000185155","Homeodomain","D"
"T093301_1.02","MNX1","Homo_sapiens","ENSG00000130675","Homeodomain","D"
"T093342_1.02","MSX1","Homo_sapiens","ENSG00000163132","Homeodomain","D"
"T093284_1.02","MSX2","Homo_sapiens","ENSG00000120149","Homeodomain","D"
"T093268_1.02","NANOG","Homo_sapiens","ENSG00000111704","Homeodomain","D"
"T093312_1.02","NKX2-1","Homo_sapiens","ENSG00000136352","Homeodomain","D"
"T093293_1.02","NKX2-2","Homo_sapiens","ENSG00000125820","Homeodomain","D"
"T093397_1.02","NKX2-5","Homo_sapiens","ENSG00000183072","Homeodomain","D"
"T093311_1.02","NKX2-8","Homo_sapiens","ENSG00000136327","Homeodomain","D"
"T093358_1.02","NKX3-1","Homo_sapiens","ENSG00000167034","Homeodomain","D"
"T093266_1.02","NKX3-2","Homo_sapiens","ENSG00000109705","Homeodomain","D"
"T093343_1.02","NKX6-1","Homo_sapiens","ENSG00000163623","Homeodomain","D"
"T093328_1.02","NKX6-2","Homo_sapiens","ENSG00000148826","Homeodomain","D"
"T093254_1.02","NOBOX","Homo_sapiens","ENSG00000106410","Homeodomain","D"
"T093420_1.02","NOTO","Homo_sapiens","ENSG00000214513","Homeodomain","D"
"T093272_1.02","OTX1","Homo_sapiens","ENSG00000115507","Homeodomain","D"
"T093356_1.02","OTX2","Homo_sapiens","ENSG00000165588","Homeodomain","D"
"T093402_1.02","PBX1","Homo_sapiens","ENSG00000185630","Homeodomain","D"
"T093413_1.02","PBX2","Homo_sapiens","ENSG00000204304","Homeodomain","D"
"T093359_1.02","PBX3","Homo_sapiens","ENSG00000167081","Homeodomain","D"
"T093245_1.02","PBX4","Homo_sapiens","ENSG00000105717","Homeodomain","D"
"T093318_1.02","PDX1","Homo_sapiens","ENSG00000139515","Homeodomain","D"
"T093353_1.02","PHOX2A","Homo_sapiens","ENSG00000165462","Homeodomain","D"
"T093265_1.02","PHOX2B","Homo_sapiens","ENSG00000109132","Homeodomain","D"
"T093234_1.02","PITX1","Homo_sapiens","ENSG00000069011","Homeodomain","D"
"T093345_1.02","PITX2","Homo_sapiens","ENSG00000164093","Homeodomain","D"
"T093260_1.02","PITX3","Homo_sapiens","ENSG00000107859","Homeodomain","D"
"T093338_1.02","PKNOX1","Homo_sapiens","ENSG00000160199","Homeodomain","D"
"T093354_1.02","PKNOX2","Homo_sapiens","ENSG00000165495","Homeodomain","D"
"T093398_1.02","POU6F1","Homo_sapiens","ENSG00000184271","Homeodomain","D"
"T093379_1.02","PROP1","Homo_sapiens","ENSG00000175325","Homeodomain","D"
"T093275_1.02","PRRX1","Homo_sapiens","ENSG00000116132","Homeodomain","D"
"T093360_1.02","PRRX2","Homo_sapiens","ENSG00000167157","Homeodomain","D"
"T093308_1.02","RAX","Homo_sapiens","ENSG00000134438","Homeodomain","D"
"T093376_1.02","RAX2","Homo_sapiens","ENSG00000173976","Homeodomain","D"
"T093242_1.02","RHOXF1","Homo_sapiens","ENSG00000101883","Homeodomain","D"
"T093403_1.02","SHOX","Homo_sapiens","ENSG00000185960","Homeodomain","D"
"T093362_1.02","SHOX2","Homo_sapiens","ENSG00000168779","Homeodomain","D"
"T093385_1.02","SIX5","Homo_sapiens","ENSG00000177045","Homeodomain","D"
"T093386_1.02","TGIF1","Homo_sapiens","ENSG00000177426","Homeodomain","D"
"T093276_1.02","TGIF2","Homo_sapiens","ENSG00000118707","Homeodomain","D"
"T093332_1.02","TGIF2LX","Homo_sapiens","ENSG00000153779","Homeodomain","D"
"T093259_1.02","TLX1","Homo_sapiens","ENSG00000107807","Homeodomain","D"
"T093271_1.02","TLX2","Homo_sapiens","ENSG00000115297","Homeodomain","D"
"T093348_1.02","UNCX","Homo_sapiens","ENSG00000164853","Homeodomain","D"
"T093327_1.02","VAX1","Homo_sapiens","ENSG00000148704","Homeodomain","D"
"T093274_1.02","VAX2","Homo_sapiens","ENSG00000116035","Homeodomain","D"
"T093330_1.02","VENTX","Homo_sapiens","ENSG00000151650","Homeodomain","D"
"T093239_1.02","VSX1","Homo_sapiens","ENSG00000100987","Homeodomain","D"
"T093277_1.02","VSX2","Homo_sapiens","ENSG00000119614","Homeodomain","D"
"T093313_1.02","ZFHX2","Homo_sapiens","ENSG00000136367","Homeodomain","D"
"T093320_1.02","ZFHX3","Homo_sapiens","ENSG00000140836","Homeodomain","D"
"T093351_1.02","ZHX1","Homo_sapiens","ENSG00000165156","Homeodomain","D"
"T104404_1.02","PAX2","Homo_sapiens","ENSG00000075891","Homeodomain,Paired box","D"
"T104406_1.02","PAX3","Homo_sapiens","ENSG00000135903","Homeodomain,Paired box","D"
"T104405_1.02","PAX4","Homo_sapiens","ENSG00000106331","Homeodomain,Paired box","D"
"T104402_1.02","PAX6","Homo_sapiens","ENSG00000007372","Homeodomain,Paired box","D"
"T104403_1.02","PAX7","Homo_sapiens","ENSG00000009709","Homeodomain,Paired box","D"
"T104897_1.02","CR847794.3","Homo_sapiens","ENSG00000230336","Homeodomain,POU","D"
"T104882_1.02","POU1F1","Homo_sapiens","ENSG00000064835","Homeodomain,POU","D"
"T104886_1.02","POU2F1","Homo_sapiens","ENSG00000143190","Homeodomain,POU","D"
"T104881_1.02","POU2F2","Homo_sapiens","ENSG00000028277","Homeodomain,POU","D"
"T104885_1.02","POU2F3","Homo_sapiens","ENSG00000137709","Homeodomain,POU","D"
"T104890_1.02","POU3F1","Homo_sapiens","ENSG00000185668","Homeodomain,POU","D"
"T104889_1.02","POU3F2","Homo_sapiens","ENSG00000184486","Homeodomain,POU","D"
"T104892_1.02","POU3F3","Homo_sapiens","ENSG00000198914","Homeodomain,POU","D"
"T104891_1.02","POU3F4","Homo_sapiens","ENSG00000196767","Homeodomain,POU","D"
"T104888_1.02","POU4F1","Homo_sapiens","ENSG00000152192","Homeodomain,POU","D"
"T104887_1.02","POU4F2","Homo_sapiens","ENSG00000151615","Homeodomain,POU","D"
"T104883_1.02","POU4F3","Homo_sapiens","ENSG00000091010","Homeodomain,POU","D"
"T104893_1.02","POU5F1","Homo_sapiens","ENSG00000204531","Homeodomain,POU","D"
"T104895_1.02","POU5F1B","Homo_sapiens","ENSG00000212993","Homeodomain,POU","D"
"T104884_1.02","POU6F2","Homo_sapiens","ENSG00000106536","Homeodomain,POU","D"
"T105924_1.02","HSF1","Homo_sapiens","ENSG00000185122","HSF","D"
"T105917_1.02","HSF2","Homo_sapiens","ENSG00000025156","HSF","D"
"T105918_1.02","HSF4","Homo_sapiens","ENSG00000102878","HSF","D"
"T105919_1.02","HSFY2","Homo_sapiens","ENSG00000169953","HSF","D"
"T107581_1.02","IRF1","Homo_sapiens","ENSG00000125347","IRF","D"
"T107586_1.02","IRF2","Homo_sapiens","ENSG00000168310","IRF","D"
"T107582_1.02","IRF3","Homo_sapiens","ENSG00000126456","IRF","D"
"T107584_1.02","IRF4","Homo_sapiens","ENSG00000137265","IRF","D"
"T107583_1.02","IRF5","Homo_sapiens","ENSG00000128604","IRF","D"
"T107587_1.02","IRF7","Homo_sapiens","ENSG00000185507","IRF","D"
"T107585_1.02","IRF8","Homo_sapiens","ENSG00000140968","IRF","D"
"T107588_1.02","IRF9","Homo_sapiens","ENSG00000213928","IRF","D"
"T111433_1.02","MEF2A","Homo_sapiens","ENSG00000068305","MADS box","D"
"T111437_1.02","MEF2B","Homo_sapiens","ENSG00000213999","MADS box","D"
"T111434_1.02","MEF2C","Homo_sapiens","ENSG00000081189","MADS box","D"
"T111436_1.02","MEF2D","Homo_sapiens","ENSG00000116604","MADS box","D"
"T111435_1.02","SRF","Homo_sapiens","ENSG00000112658","MADS box","D"
"T113539_1.02","MBD2","Homo_sapiens","ENSG00000134046","MBD","D"
"T113543_1.02","MECP2","Homo_sapiens","ENSG00000169057","MBD","D"
"T113541_1.02","SETDB1","Homo_sapiens","ENSG00000143379","MBD","D"
"T114445_1.02","MTERF","Homo_sapiens","ENSG00000127989","mTERF","D"
"T118144_1.02","CDC5L","Homo_sapiens","ENSG00000096401","Myb/SANT","D"
"T118151_1.02","MYB","Homo_sapiens","ENSG00000118513","Myb/SANT","D"
"T118169_1.02","MYBL1","Homo_sapiens","ENSG00000185697","Myb/SANT","D"
"T118145_1.02","MYBL2","Homo_sapiens","ENSG00000101057","Myb/SANT","D"
"T118167_1.02","SMARCC1","Homo_sapiens","ENSG00000173473","Myb/SANT","D"
"T118156_1.02","SMARCC2","Homo_sapiens","ENSG00000139613","Myb/SANT","D"
"T130457_1.02","C11orf9","Homo_sapiens","ENSG00000124920","Ndt80/PhoG","D"
"T132773_1.02","AR","Homo_sapiens","ENSG00000169083","Nuclear receptor","D"
"T132745_1.02","ESR1","Homo_sapiens","ENSG00000091831","Nuclear receptor","D"
"T132762_1.02","ESR2","Homo_sapiens","ENSG00000140009","Nuclear receptor","D"
"T132775_1.02","ESRRA","Homo_sapiens","ENSG00000173153","Nuclear receptor","D"
"T132753_1.02","ESRRB","Homo_sapiens","ENSG00000119715","Nuclear receptor","D"
"T132782_1.02","ESRRG","Homo_sapiens","ENSG00000196482","Nuclear receptor","D"
"T132746_1.02","HNF4A","Homo_sapiens","ENSG00000101076","Nuclear receptor","D"
"T132772_1.02","HNF4G","Homo_sapiens","ENSG00000164749","Nuclear receptor","D"
"T132757_1.02","NR1D1","Homo_sapiens","ENSG00000126368","Nuclear receptor","D"
"T132758_1.02","NR1H2","Homo_sapiens","ENSG00000131408","Nuclear receptor","D"
"T132739_1.02","NR1H4","Homo_sapiens","ENSG00000012504","Nuclear receptor","D"
"T132766_1.02","NR1I2","Homo_sapiens","ENSG00000144852","Nuclear receptor","D"
"T132764_1.02","NR1I3","Homo_sapiens","ENSG00000143257","Nuclear receptor","D"
"T132754_1.02","NR2C1","Homo_sapiens","ENSG00000120798","Nuclear receptor","D"
"T132778_1.02","NR2C2","Homo_sapiens","ENSG00000177463","Nuclear receptor","D"
"T132749_1.02","NR2E1","Homo_sapiens","ENSG00000112333","Nuclear receptor","D"
"T132741_1.02","NR2E3","Homo_sapiens","ENSG00000031544","Nuclear receptor","D"
"T132777_1.02","NR2F1","Homo_sapiens","ENSG00000175745","Nuclear receptor","D"
"T132779_1.02","NR2F2","Homo_sapiens","ENSG00000185551","Nuclear receptor","D"
"T132771_1.02","NR2F6","Homo_sapiens","ENSG00000160113","Nuclear receptor","D"
"T132750_1.02","NR3C1","Homo_sapiens","ENSG00000113580","Nuclear receptor","D"
"T132769_1.02","NR3C2","Homo_sapiens","ENSG00000151623","Nuclear receptor","D"
"T132755_1.02","NR4A1","Homo_sapiens","ENSG00000123358","Nuclear receptor","D"
"T132770_1.02","NR4A2","Homo_sapiens","ENSG00000153234","Nuclear receptor","D"
"T132752_1.02","NR4A3","Homo_sapiens","ENSG00000119508","Nuclear receptor","D"
"T132761_1.02","NR5A1","Homo_sapiens","ENSG00000136931","Nuclear receptor","D"
"T132751_1.02","NR5A2","Homo_sapiens","ENSG00000116833","Nuclear receptor","D"
"T132767_1.02","NR6A1","Homo_sapiens","ENSG00000148200","Nuclear receptor","D"
"T132744_1.02","PGR","Homo_sapiens","ENSG00000082175","Nuclear receptor","D"
"T132781_1.02","PPARA","Homo_sapiens","ENSG00000186951","Nuclear receptor","D"
"T132748_1.02","PPARD","Homo_sapiens","ENSG00000112033","Nuclear receptor","D"
"T132760_1.02","PPARG","Homo_sapiens","ENSG00000132170","Nuclear receptor","D"
"T132759_1.02","RARA","Homo_sapiens","ENSG00000131759","Nuclear receptor","D"
"T132743_1.02","RARB","Homo_sapiens","ENSG00000077092","Nuclear receptor","D"
"T132774_1.02","RARG","Homo_sapiens","ENSG00000172819","Nuclear receptor","D"
"T132742_1.02","RORA","Homo_sapiens","ENSG00000069667","Nuclear receptor","D"
"T132783_1.02","RORB","Homo_sapiens","ENSG00000198963","Nuclear receptor","D"
"T132765_1.02","RORC","Homo_sapiens","ENSG00000143365","Nuclear receptor","D"
"T132780_1.02","RXRA","Homo_sapiens","ENSG00000186350","Nuclear receptor","D"
"T132784_1.02","RXRB","Homo_sapiens","ENSG00000204231","Nuclear receptor","D"
"T132763_1.02","RXRG","Homo_sapiens","ENSG00000143171","Nuclear receptor","D"
"T132756_1.02","THRA","Homo_sapiens","ENSG00000126351","Nuclear receptor","D"
"T132768_1.02","THRB","Homo_sapiens","ENSG00000151090","Nuclear receptor","D"
"T132747_1.02","VDR","Homo_sapiens","ENSG00000111424","Nuclear receptor","D"
"T135515_1.02","TP53","Homo_sapiens","ENSG00000141510","p53","D"
"T135513_1.02","TP63","Homo_sapiens","ENSG00000073282","p53","D"
"T135514_1.02","TP73","Homo_sapiens","ENSG00000078900","p53","D"
"T135873_1.02","PAX1","Homo_sapiens","ENSG00000125813","Paired box","D"
"T135874_1.02","PAX5","Homo_sapiens","ENSG00000196092","Paired box","D"
"T135872_1.02","PAX8","Homo_sapiens","ENSG00000125618","Paired box","D"
"T135875_1.02","PAX9","Homo_sapiens","ENSG00000198807","Paired box","D"
"T137762_1.02","PROX1","Homo_sapiens","ENSG00000117707","Prospero","D"
"T138168_1.02","NFAT5","Homo_sapiens","ENSG00000102908","Rel","D"
"T138171_1.02","NFATC1","Homo_sapiens","ENSG00000131196","Rel","D"
"T138167_1.02","NFATC2","Homo_sapiens","ENSG00000101096","Rel","D"
"T138164_1.02","NFATC3","Homo_sapiens","ENSG00000072736","Rel","D"
"T138166_1.02","NFATC4","Homo_sapiens","ENSG00000100968","Rel","D"
"T138170_1.02","NFKB1","Homo_sapiens","ENSG00000109320","Rel","D"
"T138165_1.02","NFKB2","Homo_sapiens","ENSG00000077150","Rel","D"
"T138172_1.02","REL","Homo_sapiens","ENSG00000162924","Rel","D"
"T138173_1.02","RELA","Homo_sapiens","ENSG00000173039","Rel","D"
"T138169_1.02","RELB","Homo_sapiens","ENSG00000104856","Rel","D"
"T138767_1.02","RFX1","Homo_sapiens","ENSG00000132005","RFX","D"
"T138765_1.02","RFX2","Homo_sapiens","ENSG00000087903","RFX","D"
"T138764_1.02","RFX3","Homo_sapiens","ENSG00000080298","RFX","D"
"T138766_1.02","RFX4","Homo_sapiens","ENSG00000111783","RFX","D"
"T138768_1.02","RFX5","Homo_sapiens","ENSG00000143390","RFX","D"
"T139289_1.02","RUNX1","Homo_sapiens","ENSG00000159216","Runt","D"
"T139288_1.02","RUNX2","Homo_sapiens","ENSG00000124813","Runt","D"
"T139287_1.02","RUNX3","Homo_sapiens","ENSG00000020633","Runt","D"
"T140142_1.02","AIRE","Homo_sapiens","ENSG00000160224","SAND","D"
"T140143_1.02","GMEB1","Homo_sapiens","ENSG00000162419","SAND","D"
"T140140_1.02","GMEB2","Homo_sapiens","ENSG00000101216","SAND","D"
"T141886_1.02","NFIA","Homo_sapiens","ENSG00000162599","SMAD","D"
"T141885_1.02","NFIB","Homo_sapiens","ENSG00000147862","SMAD","D"
"T141884_1.02","NFIC","Homo_sapiens","ENSG00000141905","SMAD","D"
"T141878_1.02","NFIX","Homo_sapiens","ENSG00000008441","SMAD","D"
"T141888_1.02","SMAD1","Homo_sapiens","ENSG00000170365","SMAD","D"
"T141889_1.02","SMAD2","Homo_sapiens","ENSG00000175387","SMAD","D"
"T141887_1.02","SMAD3","Homo_sapiens","ENSG00000166949","SMAD","D"
"T141883_1.02","SMAD4","Homo_sapiens","ENSG00000141646","SMAD","D"
"T141880_1.02","SMAD5","Homo_sapiens","ENSG00000113658","SMAD","D"
"T141882_1.02","SMAD6","Homo_sapiens","ENSG00000137834","SMAD","D"
"T141879_1.02","SMAD7","Homo_sapiens","ENSG00000101665","SMAD","D"
"T141881_1.02","SMAD9","Homo_sapiens","ENSG00000120693","SMAD","D"
"T144081_1.02","HBP1","Homo_sapiens","ENSG00000105856","Sox","D"
"T144096_1.02","LEF1","Homo_sapiens","ENSG00000138795","Sox","D"
"T144078_1.02","SOX10","Homo_sapiens","ENSG00000100146","Sox","D"
"T144099_1.02","SOX13","Homo_sapiens","ENSG00000143842","Sox","D"
"T144107_1.02","SOX14","Homo_sapiens","ENSG00000168875","Sox","D"
"T144093_1.02","SOX15","Homo_sapiens","ENSG00000129194","Sox","D"
"T144105_1.02","SOX17","Homo_sapiens","ENSG00000164736","Sox","D"
"T144118_1.02","SOX18","Homo_sapiens","ENSG00000203883","Sox","D"
"T144112_1.02","SOX2","Homo_sapiens","ENSG00000181449","Sox","D"
"T144091_1.02","SOX21","Homo_sapiens","ENSG00000125285","Sox","D"
"T144090_1.02","SOX4","Homo_sapiens","ENSG00000124766","Sox","D"
"T144094_1.02","SOX5","Homo_sapiens","ENSG00000134532","Sox","D"
"T144085_1.02","SOX6","Homo_sapiens","ENSG00000110693","Sox","D"
"T144109_1.02","SOX7","Homo_sapiens","ENSG00000171056","Sox","D"
"T144067_1.02","SOX8","Homo_sapiens","ENSG00000005513","Sox","D"
"T144092_1.02","SOX9","Homo_sapiens","ENSG00000125398","Sox","D"
"T144114_1.02","SRY","Homo_sapiens","ENSG00000184895","Sox","D"
"T144076_1.02","TCF7","Homo_sapiens","ENSG00000081059","Sox","D"
"T144102_1.02","TCF7L1","Homo_sapiens","ENSG00000152284","Sox","D"
"T144100_1.02","TCF7L2","Homo_sapiens","ENSG00000148737","Sox","D"
"T148405_1.02","STAT1","Homo_sapiens","ENSG00000115415","STAT","D"
"T148411_1.02","STAT2","Homo_sapiens","ENSG00000170581","STAT","D"
